Review,Rating,Review_clean,sentiment
Cheap and Tears At The Seams,2,cheap tear seam,0.0
Nice quality but unfortunately too small,3,nice quality unfortunately small,0.1027
Affordable,5,affordable,0.0
Jumpsuit fever,4,jumpsuit fever,0.0
Reasonable price good fit for athletic physique. Big thighs and ass.,4,reasonable price good fit athletic physique big thigh ass,0.2263
Love it.  Going to buy another one.,5,love   go buy,0.6369
Cooling tees that work,5,cool tee work,0.3182
Simple closet staple,4,simple closet staple,0.0
Not great in person...,2,great person,0.6249
"I wanted to love it, but…",2,want love,0.6705
Runs small and looks cheap,3,run small look cheap,0.0
"Boring front, great back",3,bore great,0.4767
"Great product, great price",4,great product great price,0.8481
Not sleepwear!,5,sleepwear,0.0
Wanted to love..,2,want love,0.6705
"Love, love, love.",5,love love love,0.9274
"Pretty but heavy, buttonholes too small",2,pretty heavy buttonhole small,0.4939
"Easy fitting , flattering",4,easy fitting   flattering,0.6369
Arms way too small..,1,arm way small,0.0
Cute top but looks like a tent (i'm not kidding),1,cute look like tent m kid,0.6705
Fabric pulls very easily!,3,fabric pull easily,0.34
"Beautiful, but totally see-through",3,beautiful totally seethrough,0.5994
Adorable but big,4,adorable big,0.4939
Colors,4,color,0.0
i like em but the size....,2,like em size,0.3612
Estoy muy molesta😡 Pedí 1 blazer blanco y me enviaron 2 sweters😒 que decepción.,1,estoy muy molesta pedí 1 blazer blanco y enviaron 2 sweter que decepción,0.0
"Ran small, pretty top & good quality",4,run small pretty   good quality,0.7269
Fit's perfectly!,5,fit perfectly,0.7717
Faulty Pockets,3,faulty pocket,-0.3182
Stitching on zipper came apart first time worn,1,stitch zipper come apart time wear,0.0
Very pretty light green!,4,pretty light green,0.4939
Nice soft smooth material,4,nice soft smooth material,0.4215
Good for home or as gift.,5,good home gift,0.7003
Very femme,4,femme,0.0
Sleeves strangling my arms,1,sleeve strangle arm,0.0
Faded with in one washing :(,2,fade washing,0.0
Color of the denim is not as shown,2,color denim show,0.0
Decent but had holes,3,decent hole,0.0
Big bold and beautiful but not for me,4,big bold beautiful,0.7579
No bueno,1,bueno,0.0
Fantastic tank!,5,fantastic tank,0.5574
Couldn't....help....myself!,5,couldnthelpmyself,0.0
I love this dress!,5,love dress,0.6369
Nice shirt...no major complaints.,4,nice shirtno major complaint,0.079
Black and white is navy?,4,black white navy,0.0
Straps are long.,4,strap long,0.0
Cute style but see through,4,cute style,0.4588
The front is awkward,3,awkward,-0.1531
"Nice summer top, but very billowy",4,nice summer billowy,0.4215
Unexpectedly amazing,5,unexpectedly amazing,0.5859
i didn’t get the color i want,3,not color want,-0.0572
Warm & heavy sweater,3,warm   heavy sweater,0.2263
"These are more for winter, my husband says.",3,winter husband say,0.0
Lightweight & shimmery,4,lightweight   shimmery,0.0
I order these oversize,5,order oversize,0.0
Faded with in one washing :(,2,fade washing,0.0
"True to size, very flattering!",4,true size flattering,0.6249
Could've splurged on a wallet pocket for 30 bucks,2,ve splurge wallet pocket 30 buck,0.0
Runs large for brand,4,run large brand,0.0
Classy cowlneck,5,classy cowlneck,0.4404
Material diferente al de la descripción,1,material diferente al de la descripción,0.0
"Shimmer, surprisingly goes with lots",4,shimmer surprisingly go lot,0.296
Pretty and classic,5,pretty classic,0.4939
Cute and flowy,4,cute flowy,0.4588
Soft and good color,5,soft good color,0.4404
It’s a bit big,3,bit big,0.0
Poly-tank,4,polytank,0.0
"Very Wrinkly, Color Not As Advertised",3,wrinkly color advertise,0.0
A Tad Bit Short,4,tad bit short,0.0
Beautiful but delicate,3,beautiful delicate,0.6249
"Pretty, airy dress",4,pretty airy dress,0.4939
Not 100% cotton 60 40 blend.,3,100 cotton 60 40 blend,0.0
Two Pairs of Mens Pyjamas,2,pair men pyjama,0.0
Fit great and are my favorite jeans,5,fit great favorite jean,0.8625
The pajamas color stains on my bed.,2,pajamas color stain bed,0.0
So adorable,5,adorable,0.4939
ITS A CHILD SMALL!!!,1,child small,0.0
Very high-rise,2,highrise,0.0
Cute dress but runs large!,3,cute dress run large,0.4588
Just eh,3,eh,0.0
Heavy fabric. large top,3,heavy fabric large,0.0
Not for short people!,3,short people,0.0
Overly loose; didn't like branding,3,overly loose not like brand,-0.5283
"Versatile, great spring color",5,versatile great spring color,0.6249
Pattern different than expected,3,pattern different expect,0.0
"Beautiful, but scratchy",3,beautiful scratchy,0.5994
Comfortable skinny pant,5,comfortable skinny pant,0.5106
A 3XL fits like a 2XL.,3,3xl fit like 2xl,0.6124
"Pretty dress, poor fit",2,pretty dress poor fit,0.3818
Super easy summer dress,5,super easy summer dress,0.7783
I knew they were inexpensive when I bout em.,3,know inexpensive bout em,0.0
"Well made, form-fitting",5,formfitting,0.0
Very pretty color but I need to wear it with a belt to make it more flattering,4,pretty color need wear belt flattering,0.6705
Authentic Levi’s 502 jeans,5,authentic levis 502 jean,0.0
The perfect spring/summer staple,5,perfect springsummer staple,0.5719
"Too big all around for Large size. I might be getting smaller on my old age. I am 5'10"" and 178 lb.",2,big large size get small old age 510 178 lb,0.0
Great for tall ladies,4,great tall lady,0.6249
They roll up,1,roll,0.0
"Way darker, over sized.",3,way dark sized,0.0
Skip,4,skip,0.0
I had to exchange for one waist size larger,5,exchange waist size large,0.0
"These ‘Carpenter's Jeans) IMO, are quality @ a great price.",5,carpenter jean imo quality   great price,0.6249
Didn’t fit as expected,2,not fit expect,-0.2755
I first ordered a medium. And returned it for large. And love it. Like my shirts a little loose.,5,order medium return large love like shirt little loose,0.6901
"Cute vest, runs small",4,cute vest run small,0.4588
This is not red!,3,red,0.0
Not true color,2,true color,0.4215
Not fitted,3,fit,0.3612
Snow bunny coat!,5,snow bunny coat,0.0
Terrible all around,2,terrible,-0.4767
"Soft, flattering, warm and versatile!",5,soft flattering warm versatile,0.4939
"Comfortable, unique, polished pullover top",5,comfortable unique polished pullover,0.5106
Totally Waterproof,5,totally waterproof,0.0
Es un blazer sport,3,es un blazer sport,0.0
Quality ok and comfortable,5,quality ok comfortable,0.6705
Way to big,2,way big,0.0
Comically bad,2,comically bad,-0.5423
Terrible all around,2,terrible,-0.4767
Classic fit and stylish,5,classic fit stylish,0.3612
Misleading images,1,mislead image,0.0
Cute jacket… but strange chemical smell.,3,cute jacket strange chemical smell,0.296
Nice quality.,5,nice quality,0.4215
A Bit Short,3,bit short,0.0
Sea dream dress,5,sea dream dress,0.25
Squat proof,5,squat proof,0.0
Heartbreakingly gorgeous awful fit,3,heartbreakingly gorgeous awful fit,0.1779
Pretty dress with problems,2,pretty dress problem,0.128
great jean jacket,4,great jean jacket,0.6249
Poor quality workmanship,1,poor quality workmanship,-0.4767
I had such high hopes!,2,high hope,0.4404
Worth 4.99 only,2,worth 499,0.2263
Beautiful draped top,5,beautiful drape,0.5994
Cute. loose. comfortable. great for summer.,4,cute loose comfortable great summer,0.8442
"Cute, cute!!",4,cute cute,0.7184
Quality material,5,quality material,0.0
BAD CUT,2,bad cut,-0.6808
This is a tent!,3,tent,0.0
Very high-rise,2,highrise,0.0
Langwyqu Woman Jacket,2,langwyqu woman jacket,0.0
Another big boxy top,2,big boxy,0.0
Thin like a poncho.,1,thin like poncho,0.3612
Size & expense were good. Bustline is a bit awkward & the white became ivory.,2,size   expense good bustline bit awkward   white ivory,0.3182
Color is not as it appears in the photo,2,color appear photo,0.0
Material and comfortable.,5,material comfortable,0.5106
Overpriced but so comfortable,4,overpriced comfortable,0.5106
This is cut very small,3,cut small,-0.2732
They are very comfortable but they are very warm too.,5,comfortable warm,0.6369
Laid back and stylish,4,lay stylish,0.0
Soft. Runs big,3,soft run big,0.0
Too big and way too long,1,big way long,0.0
"Gorgeous top, straps way too long",4,gorgeous strap way long,0.6124
Too small and thin,3,small thin,0.0
Wanted to love these...but...meh...,3,want love thesebutmeh,0.6705
Comfortable and feminine,4,comfortable feminine,0.5106
Fun & different,4,fun   different,0.5106
"Nice fitting, dark denim jean",5,nice fitting dark denim jean,0.4215
Perfect dress for autumn,4,perfect dress autumn,0.5719
Dye has a smell/ rough fabric,3,dye smell rough fabric,0.0
"Fits tall women, not oversized.",5,fit tall woman oversize,0.3612
Hot pink,4,hot pink,0.0
Could've splurged on a wallet pocket for 30 bucks,2,ve splurge wallet pocket 30 buck,0.0
"Pretty, but not the most comfortable",4,pretty comfortable,0.7579
There's wool in this! whimper!,5,s wool whimper,0.0
"Great material, love the jacket!!!",5,great material love jacket,0.8519
Flowy blouse with a little sparkle,4,flowy blouse little sparkle,0.3626
Day to night,4,day night,0.0
Great shorts very comfy,5,great short comfy,0.6249
Caz wedding ensemble,4,caz wedding ensemble,0.0
Fix the shedding!!!,5,fix shedding,0.0
Leaves way too long,3,leave way long,-0.0516
Zippers,4,zipper,0.0
Pretty but not quite right,4,pretty right,0.4939
Cargo pants,4,cargo pant,0.0
Not great for curves,2,great curve,0.6249
They don’t stretch?,2,not stretch,0.0
Not a great fit.,1,great fit,0.765
Much bigger than I planned.,3,big plan,0.0
Very happy with purchase.,4,happy purchase,0.5719
Comfy yet unattractive,3,comfy unattractive,-0.4404
Not cotton lined as described,3,cotton line describe,0.0
Shear,3,shear,0.0
Great lightweight shirt,5,great lightweight shirt,0.6249
I don't want no scrubs...,3,not want scrub,-0.0572
Really cute but runs large,4,cute run large,0.4588
I love the cut and fit. Pattern is different though,2,love cut fit pattern different,0.6808
Perfect dressy t,4,perfect dressy t,0.5719
Really great blouse!,5,great blouse,0.6249
Yay,4,yay,0.5267
Unfortunate,1,unfortunate,-0.4588
These stretch out horribly,2,stretch horribly,-0.5267
Started out perfect,3,start perfect,0.5719
Does not fit size comparison was wrong,3,fit size comparison wrong,-0.1531
Wonderfully soft and cute pop of color,5,wonderfully soft cute pop color,0.7845
Great summer jacket,5,great summer jacket,0.6249
Paisley silk maxi dress,2,paisley silk maxi dress,0.0
100% true cotton and feels nice,5,100 true cotton feel nice,0.6808
very long,3,long,0.0
No wayyy.,2,wayyy,0.0
No elastic,2,elastic,0.0
It's comfortable.,4,comfortable,0.5106
Sabor agridulce!,2,sabor agridulce,0.0
"Metallic gold in peach, not so apparent in photos",4,metallic gold peach apparent photo,0.0
Love this top but be careful!,4,love careful,0.7003
Not really what I was expecting.,3,expect,0.0
Beautiful sheer top with weird hem,3,beautiful sheer weird hem,0.4939
"Beautiful fabric, frumpy looking on me, however",3,beautiful fabric frumpy look,0.5994
Fit true to size.,5,fit true size,0.6486
ran a little large but good quality,4,run little large good quality,0.3862
"Adorable, but not for me",4,adorable,0.4939
Beware if you're fuller in the chest,3,beware full chest,0.0
Shift dress strangely sized,2,shift dress strangely sized,-0.296
Stunning dress odd fit,5,stunning dress odd fit,0.4215
"XXL size too short, add more material",3,xxl size short add material,0.0
"Bright pink, good quality",4,bright pink good quality,0.7003
Fits true to size stretchy and comfortable,5,fit true size stretchy comfortable,0.8225
"Democracy Brand, NOT Jessica Simpson - Cheap Knock off",1,democracy brand jessica simpson   cheap knock,0.0
"Beautiful dress, awkward fit",3,beautiful dress awkward fit,0.7003
Gorgeous prints! not a great fit for everyone.,3,gorgeous print great fit,0.891
"Beautiful, but not for everyone!",4,beautiful,0.5994
"Great, but VERY lightweight",4,great lightweight,0.6249
"These are more for winter, my husband says.",3,winter husband say,0.0
Fly away sides,2,fly away side,0.0
Shift dress strangely sized,2,shift dress strangely sized,-0.296
NOT SIZED PROPERLY,3,sized properly,0.0
My jacket came used.,3,jacket came,0.0
All button fly. No zipper!,3,button fly zipper,0.0
Summer and spring go to tunic,5,summer spring tunic,0.0
Nice but wrong fit,3,nice wrong fit,0.296
Cómoda,5,cómoda,0.0
"Great feel, wonderful shirts,",5,great feel wonderful shirt,0.8316
Poor cut.,2,poor cut,-0.6369
Great dress with a little help added!,4,great dress little help add,0.7584
Maternity dress??,3,maternity dress,0.0
It’s okay - not as exact lulu dupe,4,okay   exact lulu dupe,-0.1531
Fits snug and short if torso is long.,2,fit snug short torso long,0.3612
Classic flare jean,4,classic flare jean,0.0
Soft and flattering but long...,4,soft flattering long,0.3182
Presentation,2,presentation,0.0
A great anti-jean for hot summer weather!,5,great antijean hot summer weather,0.6249
Regular size too voluminous...,3,regular size voluminous,0.0
Whatever Happened to the Good Old Days:  You shopped for a pair of cotton/cotton blend shorts.....,1,happen good old day   shop pair cottoncotton blend short,0.4404
"Cute, but says hand wash on mine",4,cute say hand wash,0.7351
Flattering and cozy!,5,flattering cozy,0.3182
I would size up- Especially if you want to dry these.,5,size especially want dry,0.1513
L space estella hipsters,3,l space estella hipster,0.4588
work pants,4,work pant,0.0
Size not correct,4,size correct,0.0
Love the cut! Material can get a little hot.,4,love cut material little hot,0.4767
"Omg,had to return Twice after one wash the back pockets come apart!!!!",1,omghad return twice wash pocket come apart,0.0
A little small... Especially wear the jewels are stored.,3,little small especially wear jewel store,0.4173
"Don’t like the silky-like material, they’re shorter than the picture, and they’re a little sheer",2,not like silkylike material short picture little sheer,-0.2755
Excellent great material,5,excellent great material,0.8316
Chesty women need to size up,4,chesty woman need size,0.0
Love the look but.....,4,love look,0.6369
Cute Top,4,cute,0.4588
Cute but sent back,3,cute send,0.4588
Material is eh.,3,material eh,0.0
Top is too shear with see through front,2,shear,0.0
Cute but nothing special,3,cute special,0.6908
Didn’t look like the picture,1,not look like picture,-0.2755
Not for broad shoulders,3,broad shoulder,0.0
Awkward on top,3,awkward,-0.1531
Poor cut.,2,poor cut,-0.6369
Very boxy in shape - Fit larger than expected - It's a good-looking sweater in appropriate size,4,boxy shape   fit large expect   goodlooking sweater appropriate size,0.3612
Bulky!,3,bulky,0.0
"the material is very uncomfortable to me, will make pillows out of it",2,material uncomfortable pillow,-0.3818
Perfect for the spring/summer,5,perfect springsummer,0.5719
Nice item but runs small,3,nice item run small,0.4215
This dress is why i love retailer!!,4,dress love retailer,0.6369
"Its ok...not the greatest quality, fabric thin",3,oknot great quality fabric thin,0.6249
Stains everything!,1,stain,0.0
Had such promise,2,promise,0.3182
Wrong material,1,wrong material,-0.4767
Ugh... no,2,ugh,-0.4215
Two Pairs of Mens Pyjamas,2,pair men pyjama,0.0
Not as warm as I thought,4,warm think,0.2263
Decent button up depending on use,4,decent button depend use,0.0
Cute top....but shrinks horribly!,1,cute topbut shrink horribly,-0.1027
Beautiful jacket; however it didn’t fit,3,beautiful jacket not fit,0.4195
Order a size or two lower,1,order size low,-0.2732
Sweat extremely visible,1,sweat extremely visible,0.0
Poor shape for my body type,3,poor shape body type,-0.4767
I loved my outfit,4,love outfit,0.6369
These run very small,4,run small,0.0
This product is what I expected,4,product expect,0.0
Wish the fabric was better!,4,wish fabric well,0.5859
"Good quality material, but too small.",3,good quality material small,0.4404
Tall men need more length.,3,tall man need length,0.0
It is not soft and it runs very smalll.,2,soft run smalll,0.0
Size Too Small Than Listed,1,size small list,0.0
Not as thick as you think,4,thick think,0.0
Not as pictures shows,1,picture show,0.0
Must buy!,5,buy,0.0
Once you wash its low quality,3,wash low quality,-0.2732
My love is back!,5,love,0.6369
Clingy material,3,clingy material,0.0
"Weird fit, good stretch",2,weird fit good stretch,0.5719
Great PJ’S,5,great pjs,0.6249
Not flattering on,3,flattering,0.3182
Nice jacket but too large!,4,nice jacket large,0.4215
"So happy with this beautiful,  well made blouse.",5,happy beautiful   blouse,0.8225
Pretty nice shirts,4,pretty nice shirt,0.7184
Great exercise shorts,5,great exercise short,0.6249
Based on trying on one size larger,4,base try size large,0.0
They look and feel great.,5,look feel great,0.6249
ITS AMAZING!!!,4,amazing,0.5859
Pretty but the doesn't fit right.,4,pretty not fit right,0.2709
Fabric is stiff,4,fabric stiff,0.0
Wanted to love but doesn't work,3,want love not work,0.6705
Makes my curves look great!,5,make curve look great,0.6249
This product is deceiving,2,product deceive,-0.4019
"Cute and soft, but shoulders fit odd due to cut",3,cute soft shoulder fit odd cut,0.2732
Nice jeans!,4,nice jean,0.4215
Statement leggings,5,statement legging,0.0
Kudos,4,kudo,0.0
"Super cute, but...",4,super cute,0.7845
"Versatile, cozy, and fabulous!!!!",5,versatile cozy fabulous,0.5267
Elegant and creative,4,elegant creative,0.7184
The jacket is perfect,5,jacket perfect,0.5719
great tee feels light doesn't keep any moisture in,5,great tee feel light not moisture,0.6249
Very high-rise,2,highrise,0.0
It’s a good shirt,4,good shirt,0.4404
"Voluminous, flow-y material but falls just right",4,voluminous flowy material fall right,0.0
Wedding season...,4,wedding season,0.0
Valo burnout top,3,valo burnout,0.0
Would have been a great look...,3,great look,0.6249
"Versatile, comfortable, quality",5,versatile comfortable quality,0.5106
Very basic and super light,3,basic super light,0.5994
Close dupe,4,close dupe,-0.3612
Used to be better,3,well,0.2732
This is a true pumpkin orange,3,true pumpkin orange,0.4215
Looks good overall,5,look good overall,0.4404
Cuter for fall than spring,3,cut fall spring,-0.2732
Wrong sizes,1,wrong size,-0.4767
"Awkward, not as pictured",3,awkward picture,-0.1531
Shorter than on model,3,short model,0.0
A little too big...,4,little big,0.0
In love with this dress,4,love dress,0.6369
"Not bad, but I didn’t like the cut.",3,bad not like cut,-0.5853
Sloppy looking but pretty colors,2,sloppy looking pretty color,0.4939
Overpriced potato sack,1,overprice potato sack,0.0
jacket,1,jacket,0.0
Port Authority,4,port authority,0.0772
fit fine but received a dirty suit,3,fit fine receive dirty suit,0.1027
The jeans fit perfect.  He loves them!!,5,jeans fit perfect   love,0.886
Won't be disappointed,5,will not disappoint,0.3089
Shocked,5,shock,-0.3818
El color de la blusa,3,el color de la blusa,0.0
Beautiful but has flaws,3,beautiful flaw,0.5994
Comfortable to walk my miles in,5,comfortable walk mile,0.5106
Terrible all around,2,terrible,-0.4767
Note this is a crop top,4,note crop,0.0
Easy shirt to throw on,4,easy shirt throw,0.4404
Almost fabulous…and then I washed it,2,fabulousand wash,0.0
Awkward design,3,awkward design,-0.1531
"Beautiful design; but, disappointing quality",2,beautiful design disappointing quality,0.1779
"Comfy, sturdy, well made, great deal!",5,comfy sturdy great deal,0.6249
"Ok, lightweight jean",3,ok lightweight jean,0.296
No ruffle but cute,3,ruffle cute,0.4588
"I sent them back, get what you pay for",1,send pay,-0.1027
Memories,5,memory,0.0
Wash and wear!,5,wash wear,0.0
Poor finish.,1,poor finish,-0.4767
Worst material ever! Especially for summer!,1,bad material especially summer,-0.5423
Not for smaller waist,1,small waist,0.0
Way longer than pictured,3,way long picture,0.0
"Beautiful, unique dress",4,beautiful unique dress,0.5994
Not the usual retailer quality.,3,usual retailer quality,0.0
Okay for the price,3,okay price,0.2263
Happened to like,4,happen like,0.3612
Great for sleeping or lounging!,5,great sleep lounge,0.6249
Love this red dress!,4,love red dress,0.6369
"Quality, right hand pocket liner not sewn together.  Small for size.",2,quality right hand pocket liner sew   small size,0.4939
Perfect fit excellent materials!!,5,perfect fit excellent material,0.872
"Decent fabric, an ok shirt",3,decent fabric ok shirt,0.296
These jeans are amazing!,5,jean amazing,0.5859
Good rain protection but lacking some ventilation options,4,good rain protection lack ventilation option,0.1531
Runs small and very soft,4,run small soft,0.0
Did not match size chart provided - way too small,1,match size chart provide   way small,0.0
"Very pretty, quite small",4,pretty small,0.4939
"Calia tunic, yes and no",4,calia tunic yes,0.4019
Lingerie,2,lingerie,0.0
Chest too tight for C cups and up.,4,chest tight c cup,0.0
Very retro,5,retro,0.0
"Beautiful design, poor quality",3,beautiful design poor quality,0.2023
Leifsdottir never disappoints!,5,leifsdottir disappoint,-0.4019
cute but too small,4,cute small,0.4588
Great suits,5,great suit,0.6249
Slightly disagree with others,3,slightly disagree,-0.3197
Chic cardigan,4,chic cardigan,0.2732
Ego booster,3,ego booster,0.0
"Beautiful, but not for me",4,beautiful,0.5994
Okay for the price,3,okay price,0.2263
Sexy and comfortable,5,sexy comfortable,0.7717
Sloppy looking but pretty colors,2,sloppy looking pretty color,0.4939
Does not match picture.,2,match picture,0.0
Cute with some adjustments,5,cute adjustment,0.4588
Very snug,4,snug,0.0
Great lenght and fit!,5,great lenght fit,0.765
"Mostly good, a couple drawbacks",3,good couple drawback,0.4404
Excellent Fit,5,excellent fit,0.7351
Could have been perfect...,2,perfect,0.5719
Ugh... no,2,ugh,-0.4215
Amazon shippers getting lazy?,1,amazon shipper get lazy,-0.2023
If you want a cloak,1,want cloak,0.0772
Cheap and ugly,3,cheap ugly,-0.5106
Collar is strange,4,collar strange,-0.2023
MIs-labeled the size on the sleeve vs. jacket collar.,1,mislabele size sleeve vs jacket collar,0.0
I want many more!!!!!! Buy Them!!!!,4,want buy,0.0772
Soft and warm but...,4,soft warm,0.2263
Stuck!,1,stick,0.0
Very loose and stretchy,5,loose stretchy,-0.3182
Runs large and it's not great quality..,1,run large great quality,0.6249
Love the fabric and the hi-low style,5,love fabric hilow style,0.6369
Too shimmery!,3,shimmery,0.0
Adore! but the white *is* sheer,4,adore white sheer,0.5574
Send to me the pants,1,send pant,0.0
Fits well and looks good,5,fit look good,0.6597
It's huge!,4,huge,0.3182
"Love the dress, but the sizes are inconsistent",4,love dress size inconsistent,0.6369
Allowable space is exactly as descriptions say.,4,allowable space exactly description,0.0
Pajama jeans,2,pajama jean,0.0
Cute pattern,4,cute pattern,0.4588
Sizing chart way off!,2,size chart way,0.0
Modest and comfortable,4,modest comfortable,0.5106
Shrinks to small,1,shrink small,0.0
Shrunk After Wash,3,shrink wash,0.0
"Poor zipper, beautiful skirt",4,poor zipper beautiful skirt,0.2023
pantalones cortos,5,pantalone corto,0.0
Perfect ease,5,perfect ease,0.7351
Not a white tee,4,white tee,0.0
Not true color,2,true color,0.4215
"Beautiful color pattern, but material was not the best quality. Runs small",3,beautiful color pattern material good quality run small,0.7783
Great work blouse,4,great work blouse,0.6249
Stitching on neck cowl was a bit strange,4,stitch neck cowl bit strange,-0.2023
Comfortable but….,4,comfortable,0.5106
Terrific suit!,5,terrific suit,0.4767
"Cute, but large",4,cute large,0.4588
Good jean shorts,4,good jean short,0.4404
Plastic pants,1,plastic pant,0.0
"Arms are very tight , the arms are small compared to the rest of the jacket",1,arm tight   arm small compare rest jacket,0.0
Very cute top but runs large,4,cute run large,0.4588
Perfect denim dress,5,perfect denim dress,0.5719
"Boxy sweater, cute dots.",3,boxy sweater cute dot,0.4588
My son lives in these,5,son live,0.0
"Nice, but odd fit (for me)",4,nice odd fit,0.4588
Better choice of colors,4,well choice color,0.2732
"Pretty but heavy, buttonholes too small",2,pretty heavy buttonhole small,0.4939
Beautiful but not lined.,4,beautiful line,0.5994
Cute but tight,4,cute tight,0.4588
"Ok, but have seen better",4,ok see well,0.5106
"an elegant , beautiful top...great fit",4,elegant   beautiful topgreat fit,0.8591
Drop-dead gorgeous,5,dropdead gorgeous,0.6124
"Pretty colors, more cropped than anticipated",3,pretty color cropped anticipate,0.4939
Still on the fence...,3,fence,0.0
Simple classic,4,simple classic,0.0
2 MONTHS LATER...,1,2 month later,0.0
Button. Not clasp,1,button clasp,0.0
Perfect light weight pants will buy more,5,perfect light weight pant buy,0.5719
Perfect for summer nights!,5,perfect summer night,0.5719
Feminine and romantic,5,feminine romantic,0.4019
Bigger than I was expecting,3,big expect,0.0
L space estella hipsters,3,l space estella hipster,0.4588
Color of the denim is not as shown,2,color denim show,0.0
Terrific turtleneck tanktop,4,terrific turtleneck tanktop,0.4767
Odd sleeves?,3,odd sleeve,-0.3182
"Fit is right on, however they run very long.",4,fit right run long,0.3612
The shirt fits as expected,5,shirt fit expect,0.3612
Great dress but not for texas,3,great dress texas,0.6249
Petite proportions way off,2,petite proportion way,0.0
"Runs really, really short",3,run short,0.0
Not the same fit as ribboned denim dress,4,fit ribbone denim dress,0.3612
Falls flat,3,fall flat,0.0
The pajamas color stains on my bed.,2,pajamas color stain bed,0.0
YOU WILL SWEAT,2,sweat,0.0
I want this shirt in every color!,5,want shirt color,0.0772
Sweater is like a warm blanket,5,sweater like warm blanket,0.5267
Just about all Amazon tops are way too long,4,amazon top way long,0.3612
Amazing little jacket,4,amazing little jacket,0.5859
Cute dress but smells like vomit,2,cute dress smell like vomit,0.6705
Not knee length,2,knee length,0.0
Split at the pocket.,2,split pocket,0.0
Recommend but not for me,3,recommend,0.3612
Cute jacket… but strange chemical smell.,3,cute jacket strange chemical smell,0.296
Soft versatile=heaven,5,soft versatileheaven,0.0
Disappointed.Not an oversized blazer,1,disappointednot oversized blazer,0.0
go to the store and try on pants!,2,store try pant,0.0
Lovely but runs big,4,lovely run big,0.5859
It’ll Do,2,ll,0.0
So cute and flattering if you are slim,4,cute flattering slim,0.6486
Realllllly wanted to love,3,realllllly want love,0.6705
"Huge! If you want to look wide, get one of these tops!!",1,huge want look wide top,0.5267
Fits real big,3,fit real big,0.3612
Shrunk to toddler size,2,shrunk toddler size,0.0
Works for summer in Florida!,4,work summer florida,0.0
Only 35% cotton,3,35 cotton,0.0
Waaaay too small,3,waaaay small,0.0
Nothing Extra,4,extra,0.0
My wife likes them on me.,5,wife like,0.3612
Idk if they run small or if I got the wrong size,3,idk run small get wrong size,-0.5423
"Strange fit, but fun jacket",4,strange fit fun jacket,0.6124
Pretty top poor fit,3,pretty poor fit,0.3818
"Beautiful print, bad fit",3,beautiful print bad fit,0.4404
Nice but waiting to see if material softens up,4,nice wait material soften,0.4215
They don’t stretch?,2,not stretch,0.0
made wrong,1,wrong,-0.4767
Figure forming,4,figure form,0.0
Pretty but not good on me!,4,pretty good,0.7269
Luv! so comfy,4,luv comfy,0.0
True to size!,5,true size,0.4215
White is not white,4,white white,0.0
Not as long as shown in the picture. Are soft and stretchy,3,long show picture soft stretchy,0.0
Yes and no,3,yes,0.4019
Buttons have not been fixed despite retailer's claim,2,button fix despite retailer claim,0.0
Bonita pero los sizes muy grandes!8,3,bonita pero los size muy grandes8,0.0
Cute dress but runs large!,3,cute dress run large,0.4588
Pretty but  not big on gathered or pleated sleeves.,4,pretty   big gathered pleated sleeve,0.4939
THE CHEAPEST LOOKING THING I'VE EVER BOUGHT!,1,cheap look thing ve buy,0.0
The color green is not as pictured,2,color green picture,0.0
Love these chirpy loungers!,5,love chirpy lounger,0.6369
"Nice, runs small",4,nice run small,0.4215
Blue beach scene in xl is cute,4,blue beach scene xl cute,0.4588
"Soft, cozy and perfect for the holidays",3,soft cozy perfect holiday,0.7506
Boxy or large,4,boxy large,0.0
Great jeans...with tailoring,4,great jeanswith tailoring,0.6249
"Soft, cozy and perfect for the holidays",3,soft cozy perfect holiday,0.7506
Feels oh sooo good!,5,feel oh sooo good,0.4404
Abrigada. Calidad inferior a otras.,4,abrigada calidad inferior otra,-0.4019
Perfect Shirt for everyday life,5,perfect shirt everyday life,0.5719
Pretty in plaid,4,pretty plaid,0.4939
"Decent quality, runs small",3,decent quality run small,0.0
What happened?,1,happen,0.0
"If you have a large chest, step away form this one",3,large chest step away form,0.0
Polo G,4,polo g,0.0
Fit bad,1,fit bad,-0.25
Perfect for a cool summer night,4,perfect cool summer night,0.7184
Huge and not flattering,1,huge flattering,0.5574
Loose and comfy,4,loose comfy,-0.3182
"Cheap, Poor Quality, Waste of Money",1,cheap poor quality waste money,-0.7096
I like the look but they fit too tight,2,like look fit tight,0.6124
the color is not as i imagined,1,color imagine,0.0
A true tiny,5,true tiny,0.4215
Label shows and looks like wearing inside out.,3,label show look like wear inside,0.3612
Belt missing,3,belt miss,-0.1531
Sadly they are going back,3,sadly go,-0.4215
Coloring is off,4,color,0.0
So thin no lining,1,thin lining,0.0
good for Amazon,4,good amazon,0.5574
These run very small not like my older izods,3,run small like old izod,0.3612
Does not hold up well,4,hold,0.0
Amazing Find,5,amazing find,0.5859
Cute but wearable?,3,cute wearable,0.4588
Not impressed with durability,2,impress durability,0.4404
Stylish Sweater,4,stylish sweater,0.0
"Adorable, lightweight and comfy",5,adorable lightweight comfy,0.4939
Comfortable and modest,5,comfortable modest,0.5106
Yoga vest,3,yoga vest,0.0
Legs are very long but beautiful,4,leg long beautiful,0.5994
