,Review,Rating,Review_clean,sentiment
5471,"Overpriced, even on sale",2,overprice sale,0.0
5472,Poor Quality!,1,poor quality,-0.4767
5473,Poufy ruching,2,poufy ruche,0.0
5474,"Did not like the fit, but beautiful colors",2,like fit beautiful color,0.836
5475,Love how it looks but doesn't hold up,2,love look not hold,0.6369
5476,Will buy another,5,buy,0.0
5477,"Kinda cute, but elastic too tight around the legs",2,kinda cute elastic tight leg,0.4033
5478,Beautiful but not practical,2,beautiful practical,0.5994
5479,Strong odor,2,strong odor,0.5106
5480,Stiff silver lace,2,stiff silver lace,0.0
5481,Falls to the back.,4,fall,0.0
5482,Super Soft!,5,super soft,0.5994
5483,Worked for me!,4,work,0.0
5484,No fue como lo describieron,3,fue como lo describieron,0.0
5485,Material cheap,2,material cheap,0.0
5486,"So small, so sad.",1,small sad,-0.4767
5487,Attractive and well made,5,attractive,0.4404
5488,Gigantic Sizes,2,gigantic size,0.0
5489,Cheap material -- poorly made,1,cheap material   poorly,0.0
5490,Awkward length,2,awkward length,-0.1531
5491,Beautiful casual top,3,beautiful casual,0.6908
5492,They are way too long. Below the knees.,1,way long knee,0.0
5493,its fine,4,fine,0.2023
5494,WayToo small!,2,waytoo small,0.0
5495,Structure and flow,4,structure flow,0.0
5496,"Perfect, for the first month of wear",2,perfect month wear,0.5719
5497,Lightweight and comfortable.,5,lightweight comfortable,0.5106
5498,Paper thin material,1,paper thin material,0.0
5499,Cute tee shirt,5,cute tee shirt,0.4588
5500,Material is a NOOOOOOO!!!!!!,1,material nooooooo,0.0
5501,"Great fit, good stretch",5,great fit good stretch,0.8591
5502,Much shorter than in photo - shoulders tight,2,short photo   shoulder tight,0.0
5503,Pésimo,1,pésimo,0.0
5504,Every year Must Have,5,year,0.0
5505,A bit disappointing,3,bit disappointing,-0.4939
5506,Like These Shorts,4,like short,0.3612
5507,Gorgeous but fitted,5,gorgeous fit,0.7579
5508,Cute versatile dress,5,cute versatile dress,0.4588
5509,Get compliments every time I wear it!,5,compliment time wear,0.4767
5510,Cute but stretched out in minutes,2,cute stretch minute,0.4588
5511,Thinking of returning,3,thinking return,0.0
5512,Unique black pants,4,unique black pant,0.0
5513,Great for everyday rain protection,4,great everyday rain protection,0.6249
5514,Shipping disappointment,3,shipping disappointment,-0.5106
5515,Horrible product and service,1,horrible product service,-0.5423
5516,Does not fit,2,fit,0.3612
5517,AWFUL,1,awful,-0.4588
5518,"The product itself is really nice, but it is too large",3,product nice large,0.4215
5519,Good inexpensive suit,4,good inexpensive suit,0.4404
5520,Petites please!?,3,petite,0.0
5521,Great neckline & good xl fit,4,great neckline   good xl fit,0.8591
5522,Pants too long.,1,pant long,0.0
5523,Great jacket but zipper broke on first wash,2,great jacket zipper break wash,0.6249
5524,Great rain jacket! May run small.,5,great rain jacket run small,0.6249
5525,Sleeves,4,sleeve,0.0
5526,A little too tattered,4,little tattered,0.0
5527,Great Spring jacket,4,great spring jacket,0.6249
5528,"Wanted to love this dress, but the cut is strange",3,want love dress cut strange,0.3818
5529,Horrible quality.,1,horrible quality,-0.5423
5530,Nice jacket for the price,4,nice jacket price,0.4215
5531,Please bring back the grey/gray!,4,bring greygray,0.0
5532,"THESE ARE NOT BAMBOO, LINEN, OR COTTON AS ADVERTADVERTISED! 95% Polyester",2,bamboo linen cotton advertadvertise 95 polyester,0.0
5533,Thin and not well made,3,thin,0.0
5534,Why Do the Pockets Have Holes?,1,pocket hole,0.0
5535,Nice basic shirt,4,nice basic shirt,0.4215
5536,"Basic, beautiful, effortless",5,basic beautiful effortless,0.5994
5537,wear 33 or 34 waist and it was too tight. 36 was also tight,1,wear 33 34 waist tight 36 tight,0.0
5538,"This was a nice blouse, but I am short 5’1” and it was just too long on me. I returned it.",3,nice blouse short 51 long return,0.4215
5539,Not correct sizing,1,correct size,0.0
5540,Seams in crotch are only surged. every pair opened in the crotch area the first time worn.,2,seam crotch surge pair open crotch area time wear,0.0
5541,So comfortable and perfect postpartum,4,comfortable perfect postpartum,0.7906
5542,So mixed on these,4,mixed,0.0
5543,Love me some Mickey & Pals shorty pajamas,5,love mickey   pal shorty pajama,0.6369
5544,Zipper too Short,4,zipper short,0.0
5545,Very unflattering,3,unflattering,0.0
5546,Need more!,5,need,0.0
5547,Love the pockets!,5,love pocket,0.6369
5548,4'11'' 135lb female,1,411 135 lb female,0.0
5549,Tricky - would work on some people,4,tricky   work people,-0.1531
5550,Very Nice,5,nice,0.4215
5551,Narrow shoulders,2,narrow shoulder,0.0
5552,Flaw in stitching on the left sleeve.,3,flaw stitch left sleeve,0.0
5553,short shorts,3,short short,0.0
5554,Perfect summer tank,4,perfect summer tank,0.5719
5555,"Pretty pattern, weird texture",4,pretty pattern weird texture,0.3612
5556,Pretty cute and good quality!,5,pretty cute good quality,0.8442
5557,Different material than orignal,2,different material orignal,0.0
5558,Cute but stiff,3,cute stiff,0.4588
5559,Husband said it looked like a straight jacket,2,husband say look like straight jacket,0.5267
5560,Short and not long,1,short long,0.0
5561,Casual comfort with style,4,casual comfort style,0.5106
5562,Sale find,3,sale find,0.0
5563,a little large at the arm hole,4,little large arm hole,0.0
5564,"Great fabric, but runs small",2,great fabric run small,0.6249
5565,Flattering flowy dress!,5,flattering flowy dress,0.3182
5566,The suit is very nice n quite cute comes in good colors,4,suit nice n cute come good color,0.8271
5567,White too white,4,white white,0.0
5568,Great pants - but have to return them...,4,great pant   return,0.6249
5569,"Noce yellow, but so thin",4,noce yellow thin,0.0
5570,The pockets are too small to hold anything you don't want to lose.,4,pocket small hold not want lose,0.2584
5571,Dress is NOT flattering,1,dress flattering,0.3182
5572,So surprised by the poor quality,1,surprised poor quality,-0.296
5573,Perfect layering piece,5,perfect layering piece,0.5719
5574,Love 'em!,5,love em,0.6369
5575,"Cute sweater, as described by seller",5,cute sweater describe seller,0.4588
5576,Sheds the lining like crazy!,3,shed lining like crazy,0.0258
5577,A tad too small sadly.,4,tad small sadly,-0.4215
5578,Nice sweater but cheaply made,2,nice sweater cheaply,0.4215
5579,Fabric unpleasant against skin,2,fabric unpleasant skin,-0.4767
5580,Fit perfectly in every aspect except the sleeves.,3,fit perfectly aspect sleeve,0.7717
5581,Material is Scratchy,1,material scratchy,0.0
5582,Holes in the fabric,1,hole fabric,0.0
5583,MUST BUY!!!,5,buy,0.0
5584,You get what you pay for.,1,pay,-0.1027
5585,Not worth the effort,1,worth effort,0.2263
5586,"Nice material, weird sleeves",3,nice material weird sleeve,0.2732
5587,These jeans are made of very thin material.,1,jean thin material,0.0
5588,Fatal design flaw... zipper in the back?,2,fatal design flaw zipper,-0.5423
5589,Tight at waist,2,tight waist,0.0
5590,"Like the ""swing"" shape, don't like the color",3,like swing shape not like color,0.1002
5591,Pants are poor quality,3,pant poor quality,-0.4767
5592,Great color and length,5,great color length,0.6249
5593,Im sad,2,m sad,-0.4767
5594,Classy and comfortable.,5,classy comfortable,0.7351
5595,Ran small!,1,run small,0.0
5596,Great to wear,5,great wear,0.6249
5597,Stunning and well-made,5,stunning wellmade,0.3818
5598,Bad experience!,1,bad experience,-0.5423
5599,For hourglass figures?,2,hourglass figure,0.0
5600,Budget Friendly Suit,4,budget friendly suit,0.4939
5601,"Champion Men's Shorts, Mesh Shorts",3,champion men short mesh short,0.5994
5602,"I liked this sweater, with reservations",4,like sweater reservation,0.3612
5603,Didn't like,2,not like,-0.2755
5604,Liner makes shorts fit low,1,liner make short fit low,0.1027
5605,Some comcerns,4,comcern,0.0
5606,Beautiful!!,5,beautiful,0.5994
5607,Fun suit,3,fun suit,0.5106
5608,Not for those with hips,3,hip,0.0
5609,Unique blouse; comfortable fit,4,unique blouse comfortable fit,0.7003
5610,Very comfortable and washed nicely,5,comfortable wash nicely,0.7351
5611,Stretch out,3,stretch,0.0
5612,Nice cotton sweater,4,nice cotton sweater,0.4215
5613,Not worth the price but looks good!,3,worth price look good,0.5859
5614,Sack dress,2,sack dress,0.0
5615,I like it in xxs,4,like xxs,0.3612
5616,Very simple little sweater,5,simple little sweater,0.0
5617,Much thinner,3,thin,0.0
5618,Don't gamble with this shirt,1,not gamble shirt,0.0
5619,Love these suits!,5,love suit,0.6369
5620,Good in theory but too large,2,good theory large,0.4404
5621,Maybe i have a long torso,3,maybe long torso,0.0
5622,"Nice, but not very forgiving",4,nice forgiving,0.6908
5623,Wish I would’ve did my regular size,5,wish ve regular size,0.4019
5624,Color scheme,3,color scheme,0.0
5625,"Great comfort, Great price.",5,great comfort great price,0.8934
5626,Happy with purchase,5,happy purchase,0.5719
5627,JACKET arrived without ANY LABELS OR TAGS !,2,jacket arrive label tag,0.0
5628,Not true size,2,true size,0.4215
5629,Fabric is too thin,1,fabric thin,0.0
5630,They Stink!,1,stink,-0.4019
5631,"It a slim to tight fit for me, I returned it.",1,slim tight fit return,0.3612
5632,Waterproof pants,3,waterproof pant,0.0
5633,"So cute, but not for me",3,cute,0.4588
5634,Nope - not for muscular thighs,3,nope   muscular thigh,0.0
5635,Dreamy cozy pants,5,dreamy cozy pant,0.0
5636,Not great for athletic frame,3,great athletic frame,0.6249
5637,Size comes small,3,size come small,0.0
5638,Cute - i ordered online,3,cute   order online,0.4588
5639,Very comfortable/relaxed,4,comfortablerelaxed,0.0
5640,A mixed review,3,mixed review,0.0
5641,"Good jacket, but a few issues",2,good jacket issue,0.4404
5642,Simple and elegant,5,simple elegant,0.4767
5643,"Exquisite blouse, runs huge",5,exquisite blouse run huge,0.3182
5644,Fantastic design but poorly made,2,fantastic design poorly,0.5574
5645,Light weight but not durable.,2,light weight durable,0.0
5646,Better for busty ladies,4,well busty lady,0.2732
5647,I like the jacket but it's very large,4,like jacket large,0.3612
5648,Ack. i want to love it...,3,ack want love,0.6705
5649,They stretch out a lot,1,stretch lot,0.0
5650,Beautiful & tricky,3,beautiful   tricky,0.5106
5651,Not flattering on me...,3,flattering,0.3182
5652,"Size too small, returned and did not receive refund yet.",1,size small return receive refund,0.0
5653,Smell,1,smell,0.0
5654,Like them.....but.....,3,like thembut,0.3612
5655,Confort,4,confort,0.0
5656,Okay at first,1,okay,0.2263
5657,Fragile esp. around zipper,3,fragile esp zipper,0.0
5658,I want all the colors,5,want color,0.0772
5659,"Soft, stretchy, conforming to your curves",5,soft stretchy conform curve,0.0
5660,No slip and totally sheer dress,2,slip totally sheer dress,0.0
5661,"Unwearable, jeans have a strong odor from fabric",1,unwearable jean strong odor fabric,0.5106
5662,Runs bigger than I expected,5,run big expect,0.0
5663,"Great idea, okay execution",4,great idea okay execution,0.7184
5664,Extremely tight through the crotch.,2,extremely tight crotch,0.0
5665,Nice shirts for the price,5,nice shirt price,0.4215
5666,The length stated was shorter than what it claimed. So u returned it,1,length state short claim u return,0.0
5667,Love and hate.,2,love hate,0.128
5668,A dream,5,dream,0.25
5669,Very small,2,small,0.0
5670,Cute and good color,4,cute good color,0.7096
5671,"Nice print, sloppy design",2,nice print sloppy design,0.4215
5672,"DOES NOT BREATHE, IS NOT WATER PROOF, AND SIZE RUNS LARGE",2,breathe water proof size run large,0.0
5673,Cozy winter party dress,4,cozy winter party dress,0.4019
5674,Nicer in person,3,nicer person,0.4404
5675,Roomy and flows,5,roomy flow,0.0
5676,wrinkle easily and need to be ironed after washing,2,wrinkle easily need iron washing,0.34
5677,Image does not do it justice,5,image justice,0.5267
5678,Comfortable and trendy.,5,comfortable trendy,0.5106
5679,The pajamas shrunk,2,pajamas shrink,0.0
5680,"Well-crafted, well-designed suit....",5,wellcrafte welldesigned suit,0.0
5681,Runs large moms!!! I have a big toddler size down,2,run large mom big toddler size,0.0
5682,Navy top is classic and timeless,4,navy classic timeless,0.0
5683,good comfortable,4,good comfortable,0.7351
5684,This one's a keeper,5,one keeper,0.0
5685,"""stretch"" is not 100% cotton",1,stretch 100 cotton,0.0
5686,"Effortless, easy summer staple",5,effortless easy summer staple,0.4404
5687,Love it but…,3,love,0.6369
5688,Product didn't fit or feel as advertised.,1,product not fit feel advertise,-0.2755
5689,"Cute, but Don’t Put in the Washer",4,cute not washer,0.4588
5690,cute but too big,1,cute big,0.4588
5691,Review for fit only,4,review fit,0.3612
5692,Size 12 and should buy a 10,1,size 12 buy 10,0.0
5693,Looked a bit like drapes,2,look bit like drape,0.3612
5694,Cute but not as colorful as blue as photo,1,cute colorful blue photo,0.4588
5695,ripped,2,rip,0.0
5696,Adorable! but sheds like crazy,2,adorable shed like crazy,0.5106
5697,Wrinkles too easily,3,wrinkles easily,0.34
5698,Arrived Stained!,3,arrived stain,0.0
5699,Way too short and style was incorrect!!,1,way short style incorrect,0.0
5700,Their different than last time I got jeans.,2,different time get jean,0.0
5701,"Great pants, too long for short people",4,great pant long short people,0.6249
5702,"Beautiful dress, poor fit",3,beautiful dress poor fit,0.5106
5703,"Dress is very well made! Fabric is nice and thick but, comfortable.",4,dress fabric nice thick comfortable,0.7269
5704,Rolling Cotton and Stretched Fit!,2,roll cotton stretch fit,0.3612
5705,Perfect!!!!,5,perfect,0.5719
5706,To long,2,long,0.0
5707,Material is very thin.,3,material thin,0.0
5708,Just ok for mw,4,ok mw,0.296
5709,"Classic, pretty dress",5,classic pretty dress,0.4939
5710,"Bot 2 Pair, One Was Used!!",1,bot 2 pair,0.0
5711,Fit good but 2colored shirts not what I ordered,5,fit good 2colored shirt order,0.6597
5712,"Pretty, but already piling",3,pretty pile,0.4939
5713,"Decent, not fully as expected",3,decent fully expect,0.0
5714,There is no care instructions sewn into this garme,3,care instruction sew garme,0.4939
5715,Cheap and paid more than tag value,1,cheap pay tag value,0.25
5716,Comfy for Every day!,4,comfy day,0.0
5717,Too small and shots are way too short,2,small shot way short,0.0
5718,Major shrinkage,1,major shrinkage,0.0
5719,Rough material. Not comfy,2,rough material comfy,0.0
5720,Cute dress low quality,3,cute dress low quality,0.2263
5721,Couldn't send it back fast enough!,2,not send fast,0.0
5722,Unique sweater like summer top!,4,unique sweater like summer,0.3612
5723,The top part fits weird,3,fit weird,0.2023
5724,Delighted!,5,delight,0.5994
5725,For the lanky models,3,lanky model,0.0
5726,The waistline is quite high.  Should work nicely for a pregnant woman.,3,waistline high   work nicely pregnant woman,0.4404
5727,Looks fine if you don't move your arms.,2,look fine not arm,0.2023
5728,Too big and it's too late to exchange for a smaller size,1,big late exchange small size,0.0
5729,Embroidered gauze romper,5,embroider gauze romper,0.0
5730,Machine washable,4,machine washable,0.0
5731,Waaaay to short,1,waaaay short,0.0
5732,Esta bonito,4,esta bonito,0.0
5733,Too small and short for my age.,5,small short age,0.0
5734,WAs received,4,receive,0.0
5735,Quality was off,2,quality,0.0
5736,"Cozy and soft, easy fit",5,cozy soft easy fit,0.6597
5737,Stitching came apart in first use,4,stitch come apart use,0.0
5738,Funny armholes,4,funny armhole,0.4404
5739,It’s ok but won’t purchase again not what I really expected,2,ok will not purchase expect,0.296
5740,Not windproof at all.,2,windproof,0.0
5741,The shorts are too large and baggy,2,short large baggy,0.0
5742,This material did not stretch.,2,material stretch,0.0
5743,Defective items,1,defective item,-0.4404
5744,Big short.,2,big short,0.0
5745,Beautiful blouse; unfinished threads to sew,5,beautiful blouse unfinished thread sew,0.5994
5746,Terrible -not that suprised but still dissapointed,1,terrible suprise dissapointe,-0.4767
5747,Cant fit them,1,not fit,-0.2755
5748,"Beautiful fabric, no cup room",2,beautiful fabric cup room,0.5994
5749,No tiny pocket,4,tiny pocket,0.0
5750,My pants that were ordered are much too big!,2,pant order big,0.0
5751,Family member loves these pants,5,family member love pant,0.6369
5752,Comfortable!!,5,comfortable,0.5106
5753,These ride up SO Badly!!!,2,ride badly,-0.4767
5754,Eh I wouldn’t buy again,2,eh not buy,0.0
5755,Pretty poncho,5,pretty poncho,0.4939
5756,Stretches out majorly,2,stretch majorly,0.0
5757,Wonderful material and color saturation,5,wonderful material color saturation,0.5719
5758,"Warm but unflattering, large and SMELLY",3,warm unflattering large smelly,0.2263
5759,Lovely but the cut/sizing is not good,2,lovely cutsizing good,0.7717
5760,Feels like it’s going to rip any second,2,feel like go rip second,0.3612
5761,Must have linen pant!!!!!!,5,linen pant,0.0
5762,"Fits well, but material is very thin...",4,fit material thin,0.3612
5763,Nothing Great,4,great,0.6249
5764,Amazing maxi,5,amazing maxi,0.5859
5765,Muted colors but comfortable and slip-on,4,mute color comfortable slipon,0.5106
5766,Too much like jodphurs!,2,like jodphur,0.3612
5767,Not a good fit for me.,1,good fit,0.6597
5768,Not for the petite or large chested,1,petite large cheste,0.0
5769,Just as seen in the photo,5,see photo,0.0
5770,Loved so much - until it fell apart after the first wash.,1,love   fall apart wash,0.6369
5771,"Well made, fit strange",4,fit strange,0.1779
5772,It's still too short....,4,short,0.0
5773,Not what i expected at all,2,expect,0.0
5774,Beautifully colored potato sack,2,beautifully color potato sack,0.5719
5775,Love it! i wish they had it in more colors,5,love wish color,0.7845
5776,Terrible Fit,2,terrible fit,-0.1531
5777,Worse than pictured,2,bad picture,-0.5423
5778,Not the original!,1,original,0.3182
5779,Unhappy,2,unhappy,-0.4215
5780,Fits like maternity,2,fit like maternity,0.6124
5781,This is a nightgown,3,nightgown,0.0
5782,Color better in person,4,color well person,0.2732
5783,Beautiful but huge,4,beautiful huge,0.7351
5784,Weird Shoulders,4,weird shoulder,-0.1779
5785,Nice but sleeves and body have volume,3,nice sleeve body volume,0.4215
5786,To big in waist,2,big waist,0.0
5787,I really wanted to love this top!,2,want love,0.6705
5788,"So cute, but blue?",5,cute blue,0.4588
5789,Nice fabric but too small,2,nice fabric small,0.4215
5790,Really nice runs 2 sizes too big,3,nice run 2 size big,0.4215
5791,Fun and gorgeous,5,fun gorgeous,0.8074
5792,Ok not well made,4,ok,0.296
5793,A sad disappointment,2,sad disappointment,-0.7506
5794,Fits well. Relaxing dress pant,5,fit relax dress pant,0.6597
5795,Dress up or down easily,5,dress easily,0.34
5796,Relaxed and cool,4,relaxed cool,0.6705
5797,Busted belt loop,2,bust belt loop,0.0
5798,Collar T shirt,2,collar t shirt,0.0
5799,Not what the picture says it looks like when you get it.,1,picture say look like,0.3612
5800,Thin jeans,1,thin jean,0.0
5801,Was a gift for someone else. I’m returning it as they thought colors were bland,3,gift m return think color bland,0.4404
5802,not a good deal,2,good deal,0.4404
5803,Pretty/different style,4,prettydifferent style,0.0
5804,Such a treat,5,treat,0.4019
5805,Order smaller,5,order small,0.0
5806,"Great jersey, but, had a hole under the armpit",3,great jersey hole armpit,0.6249
5807,Bad quality fabric,2,bad quality fabric,-0.5423
5808,quality of fabric was poor,1,quality fabric poor,-0.4767
5809,Better for taller women,3,well tall woman,0.2732
5810,Buy a size larger.,5,buy size large,0.0
5811,Fine on sale,3,fine sale,0.2023
5812,Very fun top,5,fun,0.5106
5813,Stylish and artsy dress,5,stylish artsy dress,0.0
5814,Nice shirt but beware washing,3,nice shirt beware washing,0.4215
5815,It's so soft!,3,soft,0.0
5816,"Cute top, but not worth full price",3,cute worth price,0.5994
5817,Comfort and style in one pant!,5,comfort style pant,0.3612
5818,New Favorite Jeans!,5,new favorite jean,0.4588
5819,Split it in the butt,2,split butt,0.0
5820,Rompers aren't for me,3,romper not,0.0
5821,Came apart,2,come apart,0.0
5822,Would be great but...,2,great,0.6249
5823,Flowy and romantic,4,flowy romantic,0.4019
5824,nice business casual blazer,5,nice business casual blazer,0.5574
5825,The  fabric  was very  flimsy and,2,  fabric     flimsy,0.0
5826,Do not buy!,1,buy,0.0
5827,"Good for weekends, not for work",4,good weekend work,0.4404
5828,Something doesn’t add up…,2,not add,0.0
5829,Nice sweater but sleeves are short,4,nice sweater sleeve short,0.4215
5830,"With Columbia,  it's always the best.  I",5,columbia   good  ,0.4404
5831,"Love the knit fabric, but the size...",4,love knit fabric size,0.6369
5832,Comofo,4,comofo,0.0
5833,I didn't like the material,2,not like material,-0.2755
5834,Dejarlo como el tamaño regular,2,dejarlo como el tamaño regular,0.0
5835,Item received has visible stains,1,item receive visible stain,0.0
5836,Mildew smell and a 2 week delivery.  Returned.,1,mildew smell 2 week delivery   return,0.0
5837,Crushing on crinkled velvet,4,crush crinkle velvet,-0.1531
5838,So beautiful! gorgeous orange color!,5,beautiful gorgeous orange color,0.836
5839,Condition,1,condition,0.0
5840,Not my color,3,color,0.0
5841,Very comfortable sweater at a great price.,5,comfortable sweater great price,0.8126
5842,Not even the dress that I ordered,1,dress order,0.0
5843,Not good in cold rainy weather,2,good cold rainy weather,0.3818
5844,Stunning special occasion dress,5,stunning special occasion dress,0.6486
5845,"If you are looking for matching outfits, these are not always match between baby boys and big boys clothing.",5,look match outfit match baby boy big boy clothing,0.0
5846,"Gorgeous dress, poor quality zipper",3,gorgeous dress poor quality zipper,0.2263
5847,Lovely but returned it,4,lovely return,0.5859
5848,"This runs small, order at least 1 size up.",4,run small order 1 size,0.0
5849,Does not look as nice in person as it looks in pic. Very wrinkly and looks cheap.,2,look nice person look pic wrinkly look cheap,0.4215
5850,More faded than they look here,3,fade look,0.0
5851,Darker Ivory,3,dark ivory,0.0
5852,Long and linky!,5,long linky,0.0
5853,Big!,3,big,0.0
5854,My favorite vest!,5,favorite vest,0.4588
5855,"Beautiful, feminine top!",5,beautiful feminine,0.5994
5856,Item is way smaller then standard US size charts,1,item way small standard size chart,0.0
5857,Beautiful but poor quality,3,beautiful poor quality,0.2023
5858,Only last a few month,2,month,0.0
5859,Perfect denim,5,perfect denim,0.5719
5860,Fit beautifully!,5,fit beautifully,0.7351
5861,Great material for great price!,5,great material great price,0.8481
5862,The size was a little off,4,size little,0.0
5863,Order 2x down or it’s a night gown,1,order 2x night gown,0.0
5864,Fit/cut different than khaki fabric.,2,fitcut different khaki fabric,0.0
5865,Zipper broke after only a handful of washes.,3,zipper break handful wash,0.0
5866,No thank you,3,thank,0.3612
5867,Tts or runs big,5,tts run big,0.0
5868,"Not how it looks, shouldn’t have bought it:/",2,look not buy,0.0
5869,Simple and well structured,5,simple structure,0.0
5870,Looks rugged. Isn't,1,look rugged not,0.0
5871,It just didn't fit right,3,not fit right,-0.2755
5872,Jolly arms =/= jolly jacket,3,jolly arm   jolly jacket,0.765
5873,Beautiful dress; so excited to wear it!!!,1,beautiful dress excited wear,0.743
5874,Made for tall people,3,tall people,0.0
5875,Zipper sticks,3,zipper stick,0.0
5876,Great sweater but runs small,4,great sweater run small,0.6249
5877,Beautiful dress but....,4,beautiful dress,0.5994
5878,Hot mess on me,2,hot mess,-0.3612
5879,"Impressed, but...",4,impressed,0.4767
5880,"Has some good things going for it but didn't ""wow""",4,good thing go not wow,-0.0444
5881,Cheap Fabric.  No shape. Stretches out.,2,cheap fabric   shape stretch,0.0
5882,Not a staple piece,2,staple piece,0.0
5883,"Very nice, but also very flowey",4,nice flowey,0.4215
5884,Odd proportions,4,odd proportion,-0.3182
5885,"Just ok, very voluminous",3,ok voluminous,0.296
5886,"Loved, but unsure about quality",3,love unsure quality,0.4939
5887,I LOVED this until I washed it- Shrunk a LOT,3,love wash shrunk lot,0.6369
5888,Receive on that had been returned b-4,1,receive return b4,0.0
5889,Great bikini top,5,great bikini,0.6249
5890,Cute without the belt!,3,cute belt,0.4588
5891,Great fitted tee,5,great fit tee,0.765
5892,Extreemly small or mis-labeled,1,extreemly small mislabele,0.0
5893,Quality  control sucks.,3,quality   control suck,-0.4404
5894,Looks comfy!,4,looks comfy,0.0
5895,"Not bad for the price, but",4,bad price,-0.5423
5896,Very thin and see through,2,thin,0.0
5897,Perfect for a baby suit,4,perfect baby suit,0.5719
5898,Sloppy looking,1,sloppy look,0.0
5899,Had me at first glance,3,glance,0.0
5900,Everything is great except the pockets,1,great pocket,0.6249
5901,Not my size,1,size,0.0
5902,Easy care $; looks great,5,easy care   look great,0.8807
5903,Wrinkle free shirt with a casual fit,3,wrinkle free shirt casual fit,0.765
5904,Sheer and runs large,3,sheer run large,0.0
5905,Gorgeous but ...,3,gorgeous,0.6124
5906,Missed the mark!,2,miss mark,-0.1531
5907,Arms grossly long. Can’t imagine they fit anyone.,1,arm grossly long not imagine fit,-0.4606
5908,Maybe not for the tall,3,maybe tall,0.0
5909,Material snags very easy,1,material snag easy,0.4404
5910,"Cute, but too boxy",3,cute boxy,0.4588
5911,Love the feel fit and look,5,love feel fit look,0.7717
5912,Not all as pictured,1,picture,0.0
5913,Hole in seam after one wear,1,hole seam wear,0.0
5914,"Soft, fitted, nice white, just hate the logo...",4,soft fit nice white hate logo,0.1531
5915,"Cute shirt, bad fit.",2,cute shirt bad fit,0.25
5916,"Lovely, a little large",5,lovely little large,0.5859
5917,"Soft, pretty, tts, but sack-like",3,soft pretty tts sacklike,0.4939
5918,Grab it while you can!,5,grab,0.0
5919,Adorable but wide,4,adorable wide,0.4939
5920,Too bright for me,3,bright,0.4404
5921,"Cute, but no sale",2,cute sale,0.4588
5922,Cool and Cute,4,cool cute,0.6486
5923,Love Lee Jeans,5,love lee jean,0.6369
5924,Poor quality blazer!,1,poor quality blazer,-0.4767
5925,Get a size up!,2,size,0.0
5926,"Cute, cut short and wide",3,cute cut short wide,0.2263
5927,Great quality and decent price,4,great quality decent price,0.6249
5928,"Strange fit, nice fabric and stitching",2,strange fit nice fabric stitch,0.5423
5929,An elegant top,5,elegant,0.4767
5930,Item returned,1,item return,0.0
5931,Great for weekend,5,great weekend,0.6249
5932,I bought three,5,buy,0.0
5933,"Beautiful shade of pink, very low-cut",4,beautiful shade pink lowcut,0.5994
5934,"Adorable, fun blouse",5,adorable fun blouse,0.7579
5935,Bargain,5,bargain,0.2023
5936,Very poorly made not true to size quality of fabric poor,1,poorly true size quality fabric poor,-0.0772
5937,Zipper pull is not as shown in picture,3,zipper pull show picture,0.0
5938,Basically a crop top,1,basically crop,0.0
5939,Too much cardigan,2,cardigan,0.0
5940,Shirt too tight for medium fit,4,shirt tight medium fit,0.3612
5941,Decent but not what I expected,3,decent expect,0.0
5942,Not stretchy on the butt and the waist fit way too big for my booty!,2,stretchy butt waist fit way big booty,0.3612
5943,Pretty standard,4,pretty standard,0.4939
5944,Disappointed...,1,disappoint,-0.4019
5945,"Low quality, in my opinion",1,low quality opinion,-0.2732
5946,"Lovely fabric, not boxy",4,lovely fabric boxy,0.5859
5947,Cute but too long,3,cute long,0.4588
5948,Great fit. i need to fix cuffs.,4,great fit need fix cuff,0.765
5949,Counterfeit!,1,counterfeit,0.0
5950,Not the right size ever since they outsourced to Nicaragua the sizes are not the same.,1,right size outsource nicaragua size,0.0
5951,Great fit- classic design,5,great fit classic design,0.765
5952,Super cute fitting shorts! Love the color and the way they look on.,5,super cute fitting short love color way look,0.9022
5953,Super jammies,5,super jammie,0.5994
5954,10-Oct,5,10oct,0.0
5955,Sloppy fit,2,sloppy fit,0.3612
5956,Lovely fabric but tiny hips,3,lovely fabric tiny hip,0.5859
5957,Fabric is horrible i doubt this 100% Polyester,1,fabric horrible doubt 100 polyester,-0.7184
5958,Comfortable but not flattering,3,comfortable flattering,0.6808
5959,Size not accurate,1,size accurate,0.0
5960,Stunning one piece suit,5,stunning piece suit,0.3818
5961,Cute Halloween sweater,5,cute halloween sweater,0.4588
5962,Perfect until washed,3,perfect wash,0.5719
5963,Beautiful but bad smell,3,beautiful bad smell,0.1027
5964,Make sure to wash it before wearing.,4,sure wash wear,0.3182
5965,Cute but incorrectly sized,3,cute incorrectly size,0.4588
5966,Cute boatneck,5,cute boatneck,0.4588
5967,super cute,5,super cute,0.7845
5968,hard to understand sizes,2,hard understand size,-0.1027
5969,Comfy but lacking quality,2,comfy lack quality,-0.3182
5970,Wrinkles that won’t come out.,1,wrinkle will not come,0.0
5971,Everything they talk about and money saver,5,talk money saver,0.0
5972,Cuter online,2,cuter online,0.5106
5973,"Cute colors, cute tee",2,cute color cute tee,0.7184
5974,Did not feel great out of package,3,feel great package,0.6249
5975,Quedan entallado al cuerpo,4,quedan entallado al cuerpo,0.0
