,Review,Rating
6263,"The material is adorable and if it was available in a blouse with sleeves, i would buy in a minute. we have a pool and i thought it would be cute to wear while entertaining. now the cons, i am long waisted and this strange tie knotted high under the bustline giving an odd lumpy look. it runs short and i can't imagine who thought this design was a good idea. there were no reviews when i ordered. i am learning to try it on in the store and/or read the reviews before investing. i would say go up a",2.0
6264,"5'2 120 Size SmallThis columbia jacket is definitely authentic and came with tags. I waited a few weeks to write this review. So far there hasn't been any pilling of the fabric which is my biggest red flag. As a health care worker I bought this jacket to replace my Patagonia which pilled so much within the first couple of months. It is warm, soft, and the pockets are very sturdy!The only thing I would be cautious of would be the tight waist band, even when its at its loosest setting. When I zip up the jacket it is pretty tight on the waist which makes it uncomfortable, so I would consider sizing up.",5.0
6265,The elastic in the waist floats loose and is very uncomfortable. Save your money.,1.0
6266,"I got the pink version. it is a pretty color, but the metallic border is painted, not a metallic yarn. the weave is wide and it looks like it would snag easy. it looks cheap to me--not what i expect from retailer. am returning.",3.0
6267,It was very poor quality,1.0
6268,I usually wear a 3 so I got a x small and they fit good..just a little cheeky and there’s not much stretch. They’re cute tho I like them☺️!,5.0
6269,"I love maeve dresses but there are several issues with this one (for my taste). 1) the fabric and color closely resembles my medical scrubs, 2) the zipper is cheap and barely goes up or down, even when it's just on the hanger. 3) the bow is really cute but doesn't make up for the other shortcomings.",3.0
6270,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",2.0
6271,"This dress is so cute and comfortable! I bought it to go with this jacket that is a tweed with tons of colors in the weave but overall is kind of a meh color from far away. I wanted to pop the jacket, and this certainly worked. I’m considering buying the dress in a couple more colors.",5.0
6272,"This is a cute and quirky feminine top with the ruffle detailing and polka dot flannel inside the sleeve cuffs. i wish it was little longer and maybe not flannel, then it would be perfect, but overall i liked it. i am 5'5"", 135lbs, 34c, curvy/muscular frame (plus a relatively short torso) and the small fit throughout the shoulders and chest.",4.0
6273,"The fit is too big on top. I bought two other dresses before this one, and the material is not the same.",3.0
6274,Con: The material is quite thin and loses color when stretched out (like on the chest area.)Unforgiving in stomach area.Pros: Light and cool. Very cute with a light denim jacket. It does not wrinkle. I received many compliments when I wore it.,4.0
6275,"I needed a suit last minute for a wedding so I tried this one.  Huge mistake.  The pants fit fine but the jacket sleeves were ridiculously short.  This is not made for tall people.  I had 4 inches missing off the sleeve length, it looked comical.  I’m 6’2 for reference",1.0
6276,I will say that the one pair that fits is very comfortable and I really like it. The other two pair seem to be different sizes and cuts. One pair is really tight in the thighs and the other is cut without any give in the back. Others may have gotten lucky with three of the same sizes. I wish my order was like that.,2.0
6277,To Small,1.0
6278,I bought this on sale in black. it doesn't look like much online but it is very flattering and super thin and airy which is great for warm weather. tts- i'm an 8/10 38c and the 10 fits just right.,5.0
6279,"I'm short and very muscular. I'm very leg dominate, so finding jeans is hard. This fit almost perfect. Below are my stats and 33x30 is what I wear.5'7""202 pounds44 chest17 arms33 waist26 quads18 cavles",5.0
6280,These pants are well worth the money. Very durable,5.0
6281,"While the styling is cute, the fit was poor under the arms and there was quite a gap. i returned this.",3.0
6282,"Fits good but not stretchy, disappointed",2.0
6283,"I'm a size xl, so my review might not apply to all people. i purchase my retailer tops in size xl and sometimes they fit great and sometimes they don't. when i put this top on it looked like i was wearing an open cardigan; nowhere near buttoning. i have some sewing experience, so i removed all 4 box pleats which gave me an additional 8 inches of fabric. after doing this i was able to easily button up the blouse and have it lay nicely. but i literally needed that extra 8 inches of fabric in the mid",4.0
6284,I wore this once and the zipper broke. After I have it all zipped up it starts to open from the bottom up. I am going to take it in to have a new zipper put in because I really like it. I don’t know if this is just a flaw in one item or if more zippers are bad. Other than the zipper I love it. Can’t say I’d recommend due to not knowing how all other zippers are put in.,1.0
6285,Defective stitching on the back.,1.0
6286,"Fabric was stiff, cheap looking. Not as described.Also curios as to why the top had absolutely no tags on it: no brand label, no size label, no washing instructions label? Why? All very suspiciously absent. What is Amazon selling and from where? I'm so glad that I returned this piece of crap.",1.0
6287,"Sadly enough, this jacket didn't even approach fitting or looking like a ""boyfriend jacket"". The sleeves were down to my fingertips, the waist and bust were tight and all, in all, it was far from an XL fit, no less a ""roomy"" XL fit.Reviews said to order in your size. Others said to size up. I don't even know whether sizing up would have worked. The jacket was disappointingly just too skimpy.",3.0
6288,Doesn’t hold shape and too short,1.0
6289,"Finally decided to join the yoga-wear craze and thought these tights and a few other pair from retailer would help me transition to this style. my size l tights were just that -- tight! so tight, i really didn't want to pull them up past the knee!! i am not kidding. i wear size 14 pants and my legs are toned and shapely, so there was no reason to expect a l wouldn't fit. so sad.",3.0
6290,"I received this for christmas this year and have already worn it several days in a row. it is warm enough to wear while walking the dog in the snow and can also be worn to lounge around the house.

the only reason i didn't rate it a 5 is due to the design fact that it doesn't have pockets. i don't love to carry a purse around all of the time so i use my coat pockets a lot. regardless though i would definitely recommend this especially for the price. i was expecting to come here and see this pric",4.0
6291,"I am powerless to resist hot air balloons and had to get these the moment they popped up! the pjs are charming and comfortable. the material feels very satiny. it's hard to tell, but there are small white dots in the midst of the champagne colored background. true to size.",5.0
6292,Love the color. Fit is great.,5.0
6293,"I have a love hate relationship with this product. it is comfortable and cozy, yet unshapely. after the initial wear, the product begins to stretch out, and if you sit for a while your knees are demarcated in the fabric once you stand. the sherpa front is soft, but the waffle material in the back is in no way flattering. i purchased for sleeping so it does that job nicely, but i would never leave the house with this on. i am hoping that after the first wash it shrinks a bit too. i am typically a",3.0
6294,I really liked the design. ordered a medium which was huge. also thought i would not be able to tolerate it because of the material -- a bit itchy. returned it.,1.0
6295,I love love love this dress..it's a quality well fitting jean dress..that you can dress up or down..the top portion dies run small..so of you are busy you might want to stay away from this dress..,5.0
6296,"Bought this for my grandfather's birthday, a man that is very hard to shop for bc he never needs/wants anything. Lol.  He is newly retired and so I thought he might enjoy something cool to lounge around the house in. Settled on this.  He loves it.",5.0
6297,"I love the design and the fabric, but the fit is just off on this dress. the area around the bust is just not fitted well. the wrap portion of the dress in this area gaps and does not lie flat. that is an easy enough fix with a good seamstress, but the waist also sat too high on me (maybe i'm long waisted, who knows?), so between the super high waist and the flannel-type fabric, it just looked kind of like a bath robe on me. i wish it weren't so. i was so hoping for a cool plaid dress that i cou",2.0
6298,Ordered these because of a sale. I have several pairs of Levi’s and these were nothing like the ones I own. The fabric was stretchy and poor quality. Color was off. It arrived with tags but the bag was labeled with an off brand clothing company. I ended up returning and will not be ordering again.,1.0
6299,The fit is good but the fabric feels extremely cheap almost like wearing a trash bag probably due to the type of fabric used.,1.0
6300,These jeans are super cute but they have no stretch and they run really small. I am between a small and  medium on jeans so I bought The medium for extra room and they were so tight. Highly recommend going up two sizes,2.0
6301,"The print and fabric are great, but this dress has odd construction, or maybe i have an odd construction. anyway, i'm 5-5, weigh 125-130, 36d. i ordered the small and it fit perfect up top and in the arms - but the issue was in the hips. i'm somewhere between athletic and curvy. the skirt looks more a-line in the photo, but it's actually cut pretty straight. spanx would have helped, but i'm not about to wear spanx all day in a work/casual dress, i think a medium would make the top too big, so i",2.0
6302,My child states that they are very comfortable to wear all day at school. I have washed them many times and they do not fade or wrinkle easily. I plan on buying these for the next school year,5.0
6303,I was afraid I was too hopeful getting the mediums. The smalls were out of the question. Didn’t try again. There are other shorts.,1.0
6304,"This is not only comfortable but incredibly flattering. being 6'0"" it's also long enough for me.",5.0
6305,How do you get the wrinkles out? What kind of material is this and why does it not look like the picture? I loved the idea of this but it’s a no for me. Got a large btw and I’m 5’ 5” at 150lbs and it’s way too big. I knew it was going to be a little big but I can’t wear this.,2.0
6306,"I tried this dress in store and was in love immediately! i had to special order a petite size, but fits wonderfully. for me, ran a little large. i'm 5'2"" and 105 and ended up with a petite xxs and it fits great!",5.0
6307,"Great suit! My son looked super handsome & got a lot of compliments. Very easy to wear, clip-on tie, etc. Doesn’t wrinkle easily.",5.0
6308,"The fabric is beautiful.  didn't wrinkle so much after 8 hours in a suitcase.  as opposed to the other reviewer mine arrived neatly, stripes match nicely.  i am kind of thick waisted and the size 6 was still perfect for me - i am currently 130 lbs, 34-28-35.  love the colors and the fabric, a nice cotton twill, lined, pockets, pretty bow belt.  i am not a fan of the size zipper style but it is not a deal breaker.  glad i have them !!",5.0
6309,"I was really looking forward to this.  Only ordered one and wore this once all season.  Ordered the lavender, pretty color and knitting appears excellent .  Delivered timely in good packaging.  Washed prior to first wear….washed up fine.  For reference I am 5’3, 145 lbs.  sweater fits very generous.  The main problem is how HOT the sweater gets, no matter what climate you’re in.  Totally miserable to wear!  Will be donating.  I saw a few other reviews with this same issue bought bought anyway.  Buyer beware!",2.0
6310,"The jacket is high quality and a perfect fit, the sleeves are longer than I expected and may not be the best if you're looking for a full-body tight sensation. Other than that everything is great.",4.0
6311,Made for a straight figure - no curves. awkward bra situation as it has to be strapless because of the keyhole.,4.0
6312,"I wanted to love this. i have been looking for a poncho-type sweater for our cold midwestern winters. the cream colored one that i really wanted sold out instantly and i missed the window for the xxsp. i ordered this in the xs/sp (smallest size available). i am 5'1"" and 108 lbs with small shoulders. the neck opening is huge. my collar bones and a seciton of my upper back were exposed. this would not keep me warm due to so much exposed skin on my neck, back, and shoulders. i suppose i could get a",3.0
6313,Wanted this fror my daughter's wedding and the top has a hole in it.,1.0
6314,"Mid-Rise means below the belly button.  Fabric was summer light but not sturdy.  Verona color was not consistent when washed so looked cheap.  Size 14 medium legs looked too long but when washed were 30"" long as desired, no other shrinkage found.",2.0
6315,"Runs small. i'm usually a size sm for retailer clothing (for reference, i'm 5'4, 129lbs, 36b). the tie around the waist of this dress is not a functional tie that you can relax a bit to give yourself more room around the waist. i could not fasten the buttons to close the dress on the size 8. the size 10 fit enough to fasten the buttons but there was a lot of extra fabric and the arm holes were very large. pretty, vibrant colors but size up and be warned of the large armholes.",2.0
6316,SOOO comfy!!!,5.0
6317,Material is very thin like paper and very tight around arms and shoulders and see-through,1.0
6318,"I'm very short and thus not usually into maxi skirts since most of them make me look frumpy, but i ordered this skirt based upon all the great reviews. this skirt is more amazing in person. at first, the material feels a bit stiff and the gold is a lot more shiny in person. but, as usual, moulinette knows how to put things together. when worn, everything comes together, the pleats and the length flow beautifully and the gold shimmers in a subtle way. the skirt runs large (i'm 34b, 26 waist, 36 h",5.0
6319,"I wanted to love this as i love bright colored patterns. however, when i received the pattern was different than the one pictured and didn't appear as bright and the material was much different than i expected. could almost see through the shirt where it is white and is very thin.

also, i have a larger chest and a smaller waistline and the cut of the where the peplum began made me look larger than i actually am. i am a 36ddd and i normally where a size medium. a medium fit but like i said made",2.0
6320,"This product came in both used and damaged. There was a hole in the left rear pocket. It was packaged without tags,unzipped and unbuttoned.",1.0
6321,This dress is good quality but the designers today really need to design their clothing line with the busty woman in mind.,4.0
6322,"Queda lindo, sin embargo el material no es el mejor, verdad sobre la talla",2.0
6323,No one is surprised by a tshirt that shrinks slightly in the wash. It's a part of how textiles work. This shirt however tried to disappear entirely after the first wash. It went from a large to a small and is now unwearable for me. I'm thinking of gifting it to my 13 year old niece now as it barely comes down to my belt line anymore.,2.0
6324,Ordered XXL to large so recorded XL haven't got yet but they are cute with spli it back can't wait to get it,5.0
6325,Waist was a little higher than I hoped but other than that they are very cute casual shorts.,4.0
6326,"Bought this to replace the same one I have worn out. Sleeves on this were way too short. I ordered and received a Large/Tall (per label), but the sleeves are too short and the body was too large. I believe they are mislabeling Extra Large as Large/Tall, as many manufacturers do.",1.0
6327,"Is gigantic-it could be so cute, but the neckline and armholes are ridiculously low. i am 5 feet 10 and 140 pounds, and a small was huge on me.",1.0
6328,"I bought 3 pairs of jeans at the same time, this one black pair, and two other Lee's brand, all sized 32x30. The lee's fit perfectly, while these ones fit like a 30x32 or even a 29x32. Much too small in the waist and long for the legs.",1.0
6329,It’s okay,3.0
6330,The material of this shirt was so thin and shapeless it felt like I was wearing a garbage bag. Returned immediately.,1.0
6331,Everything is perfect,5.0
6332,Fabric wasn’t soft.  It was stiff and I felt stuffy in it.,2.0
6333,"I love love love the fit in the corduroy, so thought about grabbing these jeans as well. they fit much pretty well, just the color wasn't quite right. i'm really picky about the blueness of my jeans, and these don't quite match the coloring in the photo. still debating whether to keep them. love the cuff styling and straight leg fit!",4.0
6334,This dress fits like a glove and looks beautiful on.,5.0
6335,I like that it’s light weight,3.0
6336,"These jeans didn’t last three months before they fell apart. What sort of hard scrabble, rough, grueling work have I put them through to cause this, you ask? Why, I drove my children to school 8 minutes away and drove them home. Well, certainly if I am wearing this $60 pair of jeans day in and day out and and washing them nightly on the old timey washboard out back by the creek… I can’t even finish this fantasy scenario. I live in a modern home in Houston, I’ve worn these occasionally and washed them as such. They’ve been through nothing extreme, and yet I have T-shirts that have lasted over a decade while these things disintegrated less than 90 days after I received them. I am beyond frustrated, particularly since the return period was a month after purchase and these didn’t make it two months beyond that. Shameful.",2.0
6337,Cute and comfy! i usually wear a small but bought a medium because it appeared to run a little small.,4.0
6338,I loved this dress at first but the quality is just not there. For the price I would have expected more. The dress completely tore up the entire back exposing me in a way I wish it hadn’t on a night out with my family. I was mortified. No reason for it either - I literally just sat down in it and when I got up I felt a breeze. Zero stretch to material and clearly piss poor stitching.,1.0
6339,The dress runs big you should size down. i find the weight to be great for mild winter weather. the length was longer than i expected based on previous reviews.,5.0
6340,I returned this dress for color only. It was not a true red and not a good color for my skin tone.,1.0
6341,"This top has a flattering shape. the neckline is low, but not too low for work, and it flares a bit at the bottom. my only complaint is that it is short. i have a longish torso and this shirt hits right at the top of my pant's waistline. i just prefer tops to be a bit longer, but it's still a cute top.",4.0
6342,"I kept this top, only because i needed a plain black tank, but there is nothing special about it. i found it a bit large and thin cheap material.",3.0
6343,"I loved this dress as soon as i tried it on, but... it bunched up weird in the front around my hips. i ordered a second size 4, hoping that it would fit better. but same thing. if i tried to go to a size 6 it would be too big every where else. fyi - i'm 5'8"" 129lbs and i'm a runner. it's not like i have a huge backside or anything. my guess is sizing is off. i've tried another of his dresses and it fit perfectly.",4.0
6344,"I ordered  light blue it looks so pretty in that picture. However, when I got it it look like a pillowcase with a hole in the top. I did not get around to returning it in time so I am stuck with it. Tags are still on. Never worn.",2.0
6345,Don’t buy this product!!,1.0
6346,"This dress is probably the most comfortable dress i've ever had! the fabric is very comfortable and breathable, and it flatters my straight body type.",5.0
6347,"I absolutely love everything about this hoodie! It's soft, thick and very cozy.  I would simply recommend that you size up if you truly want the ""oversized"" fit.",4.0
6348,"I was disappointed with this dress because it is not the usual retailer quality. the quality of the material is not very good. i've bought boiled wood jackets from this brand before and they're very soft and very well made, hence my disappointment. i agree with the other reviewers in that this dress runs very large and the length is short for a winter dress.",3.0
6349,"Overall a very nice and unique dress. it does have too much going on, but can be worn in a versatile way, and if you are small chested, without a bra. i am not a big fan of the material, i wish it was softer. it definitely has a gypsie/bohemian look if that is what you are looking for!",3.0
6350,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",2.0
6351,"I really wanted this. they had two size small in my local retailer, both were damaged. so disappointing. i don't want to pay shipping for one that hopefully isn't damaged:( in the last year i've had multiple quality control issues with retailer. makes me gun shy. not sure i'm getting what i pay for anymore.",4.0
6352,So unflattering! really disappointed. made me look 6 month pregnant and i'm a petite size 2.,1.0
6353,I have bought this short in khaki tan and green. Fit great and very comfortable. But this jeans seemed cut differently and didn’t fit at all. I would have needed to size up. I returned these.,2.0
6354,sleeping,4.0
6355,"Beautiful dress but runs very large. it is made of a material that does not breath so if you tend to run hot, skip this dress. great style and looks good on almost any body type. colors are very attractive and is dressy enough for special occasions,",4.0
6356,"These are super soft and relaxed. i have them in navy and lavender. i am 5'6"" and 130 lbs. and ordered them in a 28, which fits loosely, but comfortably.",4.0
6357,This is my go to pajamas. The black satin is comfortable and weasr well. The nightgowns are still my favorites but  sometimes we need pajamas.,5.0
6358,"These pajama sets are the best! I'm 5'9 &185lbs. My problem is finding pajama pants that are long enough for me! But, I know that if I go up a size, the pants will be a little longer. So I ordered up a size,  assuming they would shrink after the first wash and dry. But they didn't! They're as soft and comfortable as day one! And the length is perfect! I ordered 1 set initially. I immediately ordered 2 more sets! These are my forever jamas!!",5.0
6359,"This tank is perfect for summer since it pairs so nicely with shorts! jeans work well, too, and during cooler seasons, i can wear a cardigan over it to stay warm.

the fit of this top is not true to size, for it runs large, but is flattering on the body nonetheless. the stripes and miniature circular openings, i noticed, add beautiful detail for formal or informal events.

as a whole, this shirt is perfect! the one aspect of this top that may need to be carefully attended to is the material",5.0
6360,"Runs small, go up two sizes and take to Taylor.",5.0
6361,"I own four of these sweaters because I am tall; they look lovely on; are warm, cozy and beautiful.Unfortunately, I continued to purchase the sweater in different colors despite the fact that every single sweater has frayed within a month.  After that, I cannot wear the sweater because it looks horrible.  I am so very disappointed because, if it wasn't for the poor quality, I'd buy these sweaters all the time.  I am going to try to salvage the sweaters by seeing if there is anything I can do about the fraying, but I'm pretty certain they will go into the Goodwill basket or I will return them to the seller.  Whether or not I get my money back is not important; the seller needs to include in the description that THESE SWEATERS FRAY...and fray within a short period of time!  Very disappointed customer.  I won't purchase from this seller again.",1.0
6362,I've gotten many compliments with this delightful dress. colors ar light and just right for a summer day. so comfortable and has a nice inner lining. very light and comfortable.,5.0
6363,"Must have been old stock,  crouch area busted out without much stress.",1.0
6364,"This is a comfortable shirt. I did not look at the material before purchasing so was a little disappointed that it was polyester. It holds wrinkles, can't be dried, and is prone to static electricity ehich makes it clingy.",5.0
6365,So light weight they are see through…,3.0
6366,Wish the zipper was more durable. It broke after only a handful of washes.,3.0
6367,"I just love these! i ordered these in both the lighter and darker denim in my usual size 28. they fit just right, just like my other pilcro jeans. i'm only 5' and the petite version was not available so i will have to get them altered but that's typical. i love the wash in each of them and the distressing is good, not over-the-top. i'm so glad i got these! and the sale price was a bonus!",5.0
6368,It was cute but didn’t fit as expected. Wasn’t the style I was looking for,3.0
6369,"This blazer is thin, which was okay for the event that I attended, and it's super cute. I will order again in different colors.",4.0
6370,I love this shirt. it is so soft. not boxy at all. very flattering. my only complaint is that there aren't more colors!,5.0
6371,The general fit of this jacket is just off all over.  The arms are too long and too baggy.  The fabric is very wrinkly.  The style is cute but poorly made,1.0
6372,The material is not like a standard blazer. I have attached a picture with the fabric,1.0
6373,Sweat pants would be good except way too long and I am 5’6”.,3.0
6374,The style of this top is nice. The stitching is nice as well. I would have given 5 stars if not for the print. The print is not actually woven into the fabric. It seems to be some type of plastic applied to the fabric itself. Almost like an iron on.  I am afraid to wash or even lightly iron.,3.0
6375,Ordered XL it fit but not as pictured. Just very ok and not worth the price at all.,1.0
6376,"This product came in absolutely deplorable condition! First, it was missing the bow tie and only three pieces shipped. Next, the suit was actually rolled into a ball in the plastic bag it arrived in. Finally, the suit pants were stained. Disgusted I touched this “suit!”",1.0
6377,"Almost true to size, seems comfy and nice. Disappointed that it came open and used and missing all tags and labels. Look like someone ripped bag open wore jacket or atleast tried it on and then tossed ripped bag and jacket into Shipping package and shipped along with a cute sweater I ordered, which that bag came ripped open and sweater also missing labels and tags and was no doubt worn or tried on. Was half inside out and rolled in ball then also placed in package bag with ripped open bag.",3.0
6378,"I’ve had these shorts for a year now. One pair had a pocket that wasn’t sewn properly so it had a big hole. I wear them for pjs but they are not good quality. Strings, threading comes undone all over. Some holes now.Just not good quality from the start.I will look elsewhere to replace",2.0
6379,"The shirt was nice looking, I washed it and it shrank.  Does not fit after one wash.  It shrinks about 2 sizes.",1.0
6380,Pretty cheap. Waist string broke first wearing,2.0
6381,"I'm glad I ordered the size large, because it runs very small.****Caveat:  If it is made in China/Asia, always order one size up.****Or you'll have to return it.I do like the cut, color and style.  The stretchy denim material makes thisjacket more wearable.  I would have liked the sleeves slightly wider, but it will do.",4.0
6382,"Terrible fit for a longer torso.  runs small in hip and lining, huge in the waist.  not good for an hourglass figure!",1.0
6383,"THis dress can be dressed down for the beach or up for a cocktail party. It is versatile and easily packs by rolling in your suitcase. It will be used all season for me despite the fairly generous slit (which could be sewn up somewhat if you wishes)Very flattering and I usually do not buy anything knit but the thickness of this and the lack of cling are a great surpriseSo buy true to size (I am 5'5"" and 165 lbs and bought a large) If you like tight in knit then you would want a medium",4.0
6384,"I tried this jacket on and it was definitely cute but a couple things to note. it's a wool acrylic blend and it was already starting to pill from being tried on in the store. also, it's unlined. i thought the price point was high given its fibers and unlined. given its hem, i wonder how much longevity the piece has and how quickly it might start to look dated too.",3.0
6385,Nice shirt. It’s a decently thick material so not see-through at all. It had a couple extra threads hanging off that I had to cut but the shirt was fine. The shirt fit as expected. I usually wear a size small shirt and the small fit me fine. Im 5’6” and 145lbs.,4.0
6386,"I thought these pants had a great fit and the color is fabulous, i would have preferred a 30 inch inseam, but 31 is by far better than 34, that many designer jeans at department stores run.",5.0
6387,"Even given that this may be a slim fit, this t-shirt runs very small. The 3X fits about like a 1X. The fabric also wrinkles badly when washed, so it had to go in the dryer then shrunk a little. Making it way too small. Unusable.",2.0
6388,"These shorts are pretty good quality, nothing exceptional. I think I've bought 4 pairs of these shorts, in different colors, because of how much I like them. The only problem that I have is after about a week of washing them they rip. Most of the time it's not terrible or anything and you can just cut the extra strands of fabric off, but my light blue pair of shorts were pretty much destroyed. This is just from putting them in the wash and working out in them for over a week. Nothing terrible as the shorts are pretty inexpensive, but they didn't last as nearly as long as I wanted.",3.0
6389,"The top on the model in the photo is a true ivory, but the top in reality is more beige. well, i'm blonde with fair skin, so i'm not sure this is going to work. it also looks more dressy in the photo than it does in reality -- i think the ivory color on the model and the pleats only down the front make it look more dressy -- but in reality, with it really being beige, having pleats everywhere, and being a crinkly fabric, it looks more casual. i had wanted it to be more dressy to pair with skirts",2.0
6390,Not crazy about the material! Won’t buy again!,3.0
6391,"I ordered the sapphire.............it is simply beautiful!
love love love.
superior hunter style and quality which never disappoints!",5.0
6392,"Unfortunately I had to return.  I ordered up a size to a 2x, and it was extremely small.  I also did not care for material.",1.0
6393,I felt the material only and said Nope!  I didn’t bother trying it on. Ended up giving to thrift store. Lived in TN and too humid for unbreathable material.  Looks nice if it was cotton or other. Probably more China stuff and soo not interested in that!,3.0
6394,"I was really excited to get this top but unfortunately its going to have to go back. i am 5'6 120 and usually a s fits. however, this was really tight. also, the material is really really thin for the $90 price-tag. save yourself some money and avoid this one.",3.0
6395,I ordered 1 size up. So big it was not wearable.,1.0
6396,"I really wanted to recommend this sweater but honestly can't now. i was attracted to the softness, simplicity and sale price but its longevity ruined it. wrinkles, pills and loses shape quickly. very versatile. but the yarn is too delicate and fussy.",3.0
6397,"Great sweater. Lightweight, true to size.",4.0
6398,"I really wanted this dress to work out, but i was slightly disappointed in the fabric for the sleeves. the fit was accurate. i'm 5'7 and ordered a 6, however, my husband said it looked too little girl like. i did end up returning it :(",3.0
6399,El producto es tal cual la foto. Está abrigado. Esperaré a usarlo varias veces para calificar la calidad de la tela.,3.0
6400,"This is a must have for summer. i'm always hot but sometimes a sweater just doesn't look right. the short sleeves are just what i've been looking for. every jacket i own runs smaller on me around the bust and arms, so i think for everyone else, your normal jacket size should be perfect.",5.0
6401,I can't believe how small these are. i almost wondered if the size was marked incorrectly. these are so pretty and such a shame because i love them. the rise in the crotch is also very short. very full in the legs and one is longer than the other:( the stripes don't line up in places which is also disappointing for this price!,3.0
6402,"Style is cute; fit was as expected - but I just couldn't get past the material. It feels like the same nylon that a tent or a sleeping bag is made of - which is fine perhaps for athleisurewear, but not for a cute dress.",2.0
6403,"If you're looking for a sweater that's super soft and comfortable, you've found it! you could wear this almost anywhere except for a dressy occasion, but then, of course, you wouldn't wear it with a dress anyway. i wish it came in other colors because i'd buy several. it's on the thin side but not too thin. the only thing that i should mention is that it's not a black black but more of a faded or brownish black which is really obvious with black leggings or jeans.",5.0
6404,The fabric of this looks and feels so cheap it's hard to believe this is anna sui. i would say this is unwearable. there is zero stretch and it is made of itchy textured poly fabric that looks like novelty fabric at best. going back asap.,1.0
6405,"Sweatshirts with too much polyester cause me static electric surprises too often. Glad to discover a metal zipper as opposed to plastic, but the zipper action is a bit primitive and surprisingly heavy.  Fits my needs as well as my budget, but my opinion may shift after several washings.",3.0
6406,It is not too light or too heavy.  Material is soft but it runs small.  I usually wear a medium but fortunately I ordered a large.  The Large fits like a medium and almost too tight.  But kept it as I like it very much.,4.0
6407,Fabric much heavier than looks in picture. also nothing mentioned in the description. great color and fit but i live in florida.,2.0
6408,"I was SO skeptical of buying shorts online without trying them on, and even more skeptical of buying off Amazon. THESE SHORTS ARE AMAZING! I’m shocked. These will be my new go to.Bought a size 32, fits great, slightly loose in the crotch area but it doesn’t bother me (more comfortable when sitting because of this), 5’8”, 165lbs.",5.0
6409,This is a cute dress but the fabric is very heavy and i didn't find it to drape well on me. it is a very heavy felted poly type of fabric. i ordered it for a specific event coming up this summer and the fabric will not work for warm temps. the style and design of the dress is great though. for reference it did fit fairly true to size. i wear a 0 or 2. the xs fit well. if the fabric works for your situation then i would try this dress.,3.0
6410,"I bought this dress to wear to an out of state wedding. first time wearing, when i tied the strap, the pull through at the top of the halter broke with minimal stress. i sewed it back with a repair kit from the hotel but was worried the whole night the dress would not hold up. if this is all that is holding the dress on, it should be more secure with reinforced stitching. beautiful material and comfortable.",2.0
6411,"These are absolutely beautiful pants. soft and wearable right away, but the other reviewer is right. if you are average or short, these will be way too long. they won't even look like cropped pants, just regular wide leg jeans. i am keeping them b/c i love the look and i will also have them altered to be shorter. it's disappointing that these were designed for the statuesque instead of the other 90% of us, especially considering the amazingly high price for a pair of jeans. so... i guess i am di",3.0
6412,Ran just a tad small,5.0
6413,"Great color but frumpy fit. if you have any bust, it looks a bit like maternity",2.0
6414,"I love this blouse! it's very flattering- gives the illusion of an hourglass shape. the fabric feels soft and flowy, and the pattern is pretty; it does need a camisole underneath because it's kinda sheer. it does run small! i usually wear a size 0 in retailer clothes, but i bought a size 2 in this shirt and the sleeves are still very snug around my forearms which is unusual for me.",5.0
6415,"Just so i'm clear, the only reason i said it runs large is b/c of the top portion, but the bottom or waist. loved this romper when i saw it online, it was however too big in the top portion. the straps are adjustable but the back is too low for a bra and it ""gaps"" too much in the front unless you are standing straight all day.

also b/c i'm 5'8, the small was just a tad too short, definitely no bending !

i'm 5'8 tall, 127lbs with an average size chest #34c# i ordered a small and the bottom",3.0
6416,This skirt is a great length and nice piece for fall/winter. i love the color. it fits like a high waisted skirt would which is why i purchased the next size up.,4.0
6417,"It's like a work of art, but sadly, not flattering on me. i absolutely loved the look, and even considered taking it to a tailor, but the material overall is very stiff. if you're teeny tiny and need something to give you the illusion of hips, you might love it. very sad to return this.",2.0
6418,"Yeah before I ordered these I read reviews saying go up a size than your normal,nope there definitely regular sizes and fit to match.because once I got them after listening to the reviews they ended up being to big,yay.but they are stretchable so even if they were to small for you it would still stretch to fit more than likely.othe than that they look good 👍",4.0
6419,Too thin.  Looks cheap,1.0
6420,I have a terrible time finding shorts and jeans that fit right and feel right however these are perfect !,5.0
6421,"The pattern and fabric are lovely, but the sleeves are short (unlike the photo) so it drapes very strangely. i personally could not figure out how to wear it so that it looked anything remotely like the photo. had to return this one.",2.0
6422,"It's lightweight, which is perfect for summer officewear when i don't want bare arms. my fear with buying any white shirt is that it will be too sheer. this shirt is sheer but not as much as most, in part due to the pattern that camouflages any sheer-ness. i don't find it to be see through when wearing a nude colored bra that matches my skintone exactly, i've worn it to work with a nude bra, and it was a great transition shirt between the office and happy hour. i went a size up to a small becaus",5.0
6423,"Why do several buttons have threads hanging?  From the cuff buttons to the front buttons, several have threads hanging.  Can't pull 'em.  I think, soon, I'll have loose or missing buttons.  I'd better learn to sew.",1.0
